question,answer,page,category,made_date,exam
等圧線の幅が広いと言うことは風がどうなっていることをさすか,風が弱いと言うこと,P541,jiyujizai,2021/07/25,all
地球は大きく自転しているので地球上で大きく動くものは曲がる。この働きのことを何と呼ぶか。2つ答えなさい,コリオリの力、転向力,P542,jiyujizai,2021/07/26,all
周囲よりも気圧の高いところを何と呼ぶか,高気圧,P543,jiyujizai,2021/07/26,all
周囲よりも気圧の低いところを何と呼ぶか,低気圧,P543,jiyujizai,2021/07/26,all
北半球では低気圧にどのような形で風が吹き込むか,反時計回り,P543,jiyujizai,2021/07/26,all
北半球では高気圧にどのような形で、風が吹き出すか,時計回り,P543,jiyujizai,2021/07/26,all
低気圧風の上空では何がおこているか,上昇気流,P543,jiyujizai,2021/07/26,all
高気圧の風の上空では何が起こっているか,下降気流,P543,jiyujizai,2021/07/26,all
よく晴れた日は昼間は海から陸へ風が吹きやすい。このような風のことを何と呼ぶか,海風,P543,jiyujizai,2021/07/26,all
よく晴れた日の夜は陸から海へ風が吹きやすい。このような風のことを何と呼ぶか,陸風,P543,jiyujizai,2021/07/26,all
海風と陸風を合わせてなんとよぶか,海陸風,P543,jiyujizai,2021/07/26,all
季節によって特徴的に吹くかぜのことを何と呼ぶか,季節風,P543,jiyujizai,2021/07/26,all
山地では晴れた日の昼間に山の斜面が暖められられるためふもとから風が谷を吹き上がる。このような風のことを何と呼ぶか,谷風,P545,jiyujizai,2021/07/26,all
山地の晴れた日の夜は放射冷却で冷えた斜面をふもとへ向かって風が吹き降りる。このような風のことを何と呼ぶか,山風,P545,jiyujizai,2021/07/26,all
谷風と山風のことを合わせて何と呼ぶか,山谷風,P545,jiyujizai,2021/07/26,all
低緯度地域で東から西にふく風のことを何と呼ぶか,貿易風,P545,jiyujizai,2021/07/26,all
中緯度地域で西から東へふく風のことを何と呼ぶか,偏西風,P545,jiyujizai,2021/07/26,all
蛇行する偏西風のことを何と呼ぶか,偏西風波動,P545,jiyujizai,2021/07/26,all
高緯度地域で東から西へ吹く冷たい風のことを何と呼ぶか,極偏東風,P545,jiyujizai,2021/07/26,all
緯度の低い方から高い方へ移動する空気は冷たいか暖かいか,暖かい,P546,jiyujizai,2021/07/26,all
緯度の高い方から低い方へ移動する風は冷たいか暖かいか,冷たい,P546,jiyujizai,2021/07/26,all
暖かい海水の流れのことを何と呼ぶか,暖流,P546,jiyujizai,2021/07/26,all
冷たい海水の流れのことを何と呼ぶか,寒流,P546,jiyujizai,2021/07/26,all
暖流はどこからどこへ流れていくか,低緯度から高緯度,P546,jiyujizai,2021/07/26,all
寒流はどこからどこへ流れていくか,高緯度から低緯度,P546,jiyujizai,2021/07/26,all
海の表面を流れる海流だけでなく海の深い部分を循環する流れもある。このような流れのことを何と呼ぶか。2つ答えよ,深層循環、熱塩循環,P547,jiyujizai,2021/07/26,all
深層循環は世界を一周するのに何年かかると言われているか,2000年,P547,jiyujizai,2021/07/26,all
水が蒸発してきたになったものを何と呼ぶか,水蒸気,P548,jiyujizai,2021/07/26,all
水蒸気を限界まで含んだ空気の状態を何と呼ぶか,飽和,P549,jiyujizai,2021/07/26,all
空気1㎤に含むことのできる最大の水蒸気量のことを何と呼ぶか,飽和水蒸気量,P549,jiyujizai,2021/07/26,all
飽和水蒸気量は何の単位で表すことができるか,g/㎤,P549,jiyujizai,2021/07/26,all
水蒸気が水になることを何と呼ぶか,凝結,P549,jiyujizai,2021/07/26,all
水蒸気が凝結する時の温度を何と呼ぶか。2つ答えなさい,露点、露点温度,P549,jiyujizai,2021/07/26,all
大気圧の大きさは何などで表すか。3つ答えなさい,パスカル(Pa)ヘクトパスカル(hPa)気圧(atm),P55,jiyujizai,2021/08/09,all
飽和水蒸気量は気温が変わると値が変わるため空気1㎤中に含まれる水蒸気量が同じでも気温により湿度はかわる。そのためこの湿度を何と呼ぶか,相対湿度,P550,jiyujizai,2021/07/26,all
相対湿度に対して空気1㎥中の水蒸気量で湿度を表したものを何と呼ぶか,絶対湿度,P550,jiyujizai,2021/07/26,all
水蒸気が水滴や氷晶になるためには何となるものが必要であるか,核,P552,jiyujizai,2021/07/26,all
空気中のチリに水蒸気がつくと空気中に水滴や氷晶が浮かぶ。この空気中のちりは核としてはたらいている。このようなチリのことを何と呼ぶか。2つ答えなさい,凝結核、氷晶核,P552,jiyujizai,2021/07/26,all
0℃以下でも凍っていない水滴のことを何と呼ぶか,過冷却水滴,P554,jiyujizai,2021/07/26,all
湿った風が山にぶつかって山の風上側で雨を降らせたあと、山の反対側のふもとで高温の乾いた晴天となる現象のことを何と呼ぶか,フェーン現象,P554,jiyujizai,2021/07/27,all
シベリア気団、小笠原気団、オホーツク気団、揚子江気団、赤道気団のうち主な気団を3つ答えなさい,シベリア気団、小笠原気団、オホーツク気団,P554,jiyujizai,2021/07/28,all
地下水は約30年で何回入れ替わっていると考えられているか,1回,P555,jiyujizai,2021/07/27,all
待機中の水は1年間に約何回入れ替わっているとされているか。,約30回以上,P555,jiyujizai,2021/07/27,all
広い範囲で広がった水平方向に広がった温度や湿度などの性質が同じような空気のかたまりを何と呼ぶか,気団,P556,jiyujizai,2021/07/27,all
気団が隣り合うと気温や湿度の違う空気により不連続な面ができる。この面を何と呼ぶか,前線面,P556,jiyujizai,2021/07/27,all
日本列島の上を吹く偏西風によりあたたまった大陸からあたたかく乾いた空気を持った何がやってくるか,移動性高気圧,P556,jiyujizai,2021/07/28,all
オホーツク海気団と小笠原気団がぶつかると何ができるか,梅雨前線,P556,jiyujizai,2021/07/28,all
全線面が地表と接したところを何と呼ぶか,前線,P557,jiyujizai,2021/07/27,all
活発で温暖な空気が寒冷な空気の上に緩やかに乗り上げ広い範囲に層状の雲が広がる。このような前線のことを何と呼ぶか,温暖前線,P557,jiyujizai,2021/07/27,all
活発で寒冷な空気が温暖な空気が下に潜り込んで進んでいくような前線のことを何と呼ぶか,寒冷前線,P557,jiyujizai,2021/07/27,all
前線が同じところに停滞しやすい前線のことを何と呼ぶか,停滞前線,P557,jiyujizai,2021/07/27,all
寒冷前線と温暖前線が重なることのある前線のことを何と呼ぶか,閉塞前線,P557,jiyujizai,2021/07/27,all
梅雨が明けると小笠原気団からできた何から暖かく湿った南島の風が吹くか,太平洋高気圧,P557,jiyujizai,2021/07/28,all
赤道近くの北緯5〜20度の太平洋上に発生する低気圧のことを何と呼ぶか,熱帯低気圧,P557,jiyujizai,2021/07/28,all
熱帯低気圧内の風速が17.2メートル/s を超えると何と呼ばれるようになるか,台風,P559,jiyujizai,2021/07/27,all
気体の圧力は体積に反比例して変化する。このような法則を何の法則と呼ぶか,ボイルの法則,P56,jiyujizai,2021/08/10,all
気体の体積は温度に比例して変化する。このような法則を何の法則と呼ぶか,シャルルの法則,P56,jiyujizai,2021/08/10,all
積乱雲は大きく発達して対流圏と成層圏の境界に達することがあるが、それ以上上へは発達できないため横に広がり何となることがあるか,かなとこ雲,P561,jiyujizai,2021/07/28,all
各地の気象台や観測所で同時刻に観測された気象要素(風向・気圧・気温・雲量・風力など)の値を気象庁に集め地図上に記号で表したものを何と呼ぶか,天気図,P561,jiyujizai,2021/07/28,all
等圧線は何hPa間隔に引くのが基本であるか,4hPa,P561,jiyujizai,2021/07/28,all
天気はどこからどこへ移動するか,西から東,P562,jiyujizai,2021/07/28,all
秋の初めは梅雨の時期のように北と南からの風がぶつかって何ができやすいか。,停滞前線,P566,jiyujizai,2021/09/01,all
秋の初めにできる停滞前線のことをなんと呼ぶか,秋雨前線,P567,jiyujizai,2021/09/02,all
台風は反時計回りに吹き込む風が強く中心に何ができることもあるか,目,P568,jiyujizai,2021/07/28,all
都市特有の気候のことを何と呼ぶか,都市気候,P570,jiyujizai,2021/07/28,all
都市気候には何が挙げられるか。4つ答えよ,ヒートアイランド現象・ゲリラ豪雨・猛暑・冷害,P570,jiyujizai,2021/07/28,all
日本列島の南岸を発達しながら東に進んでいく低気圧のことを何と呼ぶか,南岸低気圧,P570,jiyujizai,2021/07/28,all
コンクリートやアスファルトの蓄熱、工場や家庭からの排熱が原因となる現象のことを何と呼ぶか,ヒートアイランド現象,P570,jiyujizai,2021/07/28,all
積乱雲によって生み出される局地的な大雨のことを何と呼ぶか,ゲリラ豪雨,P570,jiyujizai,2021/07/28,all
日本では多くの地域が何帯に属しているか,温帯,P570,jiyujizai,2021/07/28,all
南岸低気圧により太平洋側にもたらせるのは何か,大雪,P570,jiyujizai,2021/07/28,all
北の空を特殊な方法で撮影した時円弧の中心近くにある星を何と呼ぶか,北極星,P576,jiyujizai,2021/07/28,all
北の空を特殊な方法で撮影した時円弧の中心にある星を何と呼ぶか,天の北極,P576,jiyujizai,2021/07/28,all
北の空の星は天の北極と観察者を結ぶ線を軸の周りを何周りに回転しているか,反時計回り,P576,jiyujizai,2021/07/28,all
北の空の星は１時間に何度回っているか,15度,P576,jiyujizai,2021/07/28,all
南の空を特殊な方法で撮影した時、地平線より下にある点を中心に同心円状に動いているため平行のような曲線に見える。この地平線より下にある中心点は何と呼ばれているか,天の南極,P577,jiyujizai,2021/07/28,all
観測者の頭の真上にあたる点を何と呼ぶか,天頂,P577,jiyujizai,2021/07/28,all
1日の星の動きを恒星の何と呼ぶか,日周運動,P577,jiyujizai,2021/07/28,all
星空を見上げると、巨大な丸天井があって星はそれに貼り付いているように見える。この丸天井のことを何と呼ぶか,天球,P578,jiyujizai,2021/07/28,all
観測地点で紐を重りをつけて下げた時の直線(鉛直線)の延長上が天球上と交わった点を何と呼ぶか,天頂・天底,P578,jiyujizai,2021/07/28,all
天体が天の子午線を通過した時を何とよぶか,南中,P578,jiyujizai,2021/07/28,all
天の南極と天の北極を結ぶ線を何と呼ぶか,地軸,P578,jiyujizai,2021/07/28,all
星は動いて見えるが何は動いていないように見えるか,北極星,P578,jiyujizai,2021/07/28,all
いろいろな地球の地点での構成の動きをまとめてなんと呼ぶか,恒星の日周運動,P579,jiyujizai,2021/09/02,all
太陽の1日の動きを何と呼ぶか,太陽の日周運動,P581,jiyujizai,2021/07/28,all
9192631770回とはどんな数字か,セシウム原子の電磁波が１秒間に振動する回数,P583,jiyujizai,2021/07/28,all
原子によって定められた１秒をなんとよぶか,原子秒,P583,jiyujizai,2021/07/28,all
地球が地軸を中心として西から東に回転する動きのことを何と呼ぶか,地球の自転,P584,jiyujizai,2021/07/28,all
地球が太陽の周りを1年間で一周する動きを何と呼ぶか,地球の公転,P586,jiyujizai,2021/07/28,all
地軸は公転面に対して何度傾いているか,23.4度,P586,jiyujizai,2021/07/29,all
地球の地軸は公転面に対して何度傾いているか,66.6°,P586,jiyujizai,2021/09/02,all
地軸は公転面に垂直に立てた線に対して何度傾いているか,23.4°,P586,jiyujizai,2021/09/02,all
星の1年間の見かけの動きを何と呼ぶか,年周運動,P587,jiyujizai,2021/07/28,all
星座の中を西から東向きに移動する太陽の通り道を何と呼ぶか,黄道,P589,jiyujizai,2021/07/29,all
太陽の黄道上を西から東へ動く運動のことを何と呼ぶか,太陽の年周運動,P591,jiyujizai,2021/07/29,all
太陽が南中した時の地平線からの角度を何と呼ぶか,太陽の南中高度,P591,jiyujizai,2021/07/29,all
太陽の表面を何と呼ぶか,光球,P594,jiyujizai,2021/07/29,all
光球は約何度か,6000度,P594,jiyujizai,2021/07/29,all
光球面に洗われる黒い点のことをなんと呼ぶか,黒点,P594,jiyujizai,2021/07/29,all
黒点は約何度か,4000度,P594,jiyujizai,2021/07/29,all
太陽は何日で1回自転するか,25日,P595,jiyujizai,2021/07/29,all
太陽表面で見られる白い点のことを何と呼ぶか,白斑,P595,jiyujizai,2021/07/29,all
白斑は約何度か,7000度,P595,jiyujizai,2021/07/29,all
太陽の核は何により大量の熱を放射しているか,核融合反応,P595,jiyujizai,2021/07/29,all
太陽の大気を何と呼ぶか,コロナ,P595,jiyujizai,2021/07/29,all
コロナの縁から数千〜数万kmの高さとなる赤い炎のガス体のことを何と呼ぶか,プロミネンス,P595,jiyujizai,2021/07/29,all
月は太陽の周りを公転している地球の何であるか,衛星,P595,jiyujizai,2021/07/29,all
コロナの下部の大気で光球のすぐ上にある赤いオレンジ色のガス層を何と呼ぶか,彩層,P595,jiyujizai,2021/07/30,all
地球の近くにある天体との間の距離を表す時には何を使うか,天文単位,P596,jiyujizai,2021/07/29,all
太陽の表層で発生している爆発現象のことを何と呼ぶか,フレア,P596,jiyujizai,2021/07/30,all
太陽のエネルギーは水素原子が反応してヘリウム原子に変わるときに生じる。この反応のことをなんと呼ぶか,核融合反応,P596,jiyujizai,2021/07/30,all
太陽は地球から1億5000万km離れている。この距離のことを何と呼ぶか,一天文単位,P597,jiyujizai,2021/07/30,all
太陽の直径は約何万キロメートルか,約140万キロメートル,P597,jiyujizai,2021/07/30,all
地球と月の距離は約何キロメートルか,約38万キロメートル,P597,jiyujizai,2021/07/30,all
月の直径は何キロメートルか,約3500キロメートル,P597,jiyujizai,2021/07/30,all
月の表面にある暗い部分を何と呼ぶか,月の海,P599,jiyujizai,2021/07/30,all
月の海は主に何などの黒っぽい岩石からできているか,玄武岩,P599,jiyujizai,2021/07/30,all
月面上に多数ある円形の地形は何と呼ばれているか,クレーター,P599,jiyujizai,2021/07/30,all
月の公転周期と自転周期は何日か,約27.32日,P599,jiyujizai,2021/07/30,all
地球から見ると月は毎日少しずつ形を変えているようにも見える。これを何と呼ぶか,月の満ち欠け,P600,jiyujizai,2021/07/30,all
満月から次の満月までは何日かかるか,29.4日,P600,jiyujizai,2021/07/30,all
地球から見て太陽が月に隠されてしまう現象を何と呼ぶか,日食,P600,jiyujizai,2021/07/30,all
日食の日の地球から見る月は何であるか,新月,P600,jiyujizai,2021/07/30,all
太陽の全部が月に隠されることを何と呼ぶか,皆既日食,P601,jiyujizai,2021/07/31,all
太陽面の縁が黄金の指輪のように見える日食のことを何と呼ぶか,金環日食,P601,jiyujizai,2021/07/31,all
地球から見てつきが全て見えなくなるや一部がかけてみえることを何と呼ぶか,月食,P601,jiyujizai,2021/07/31,all
地球から見てつきが全て見えなくなることを何と呼ぶか,皆既月食,P601,jiyujizai,2021/07/31,all
月の一部がかけて見えることを何と呼ぶか,部分日食,P601,jiyujizai,2021/07/31,all
宇宙空間の中で元素などが周囲に比べて濃い部分をなんとよぶか,星間雲,P603,jiyujizai,2021/07/31,all
太陽のように自ら光を出して輝いている星のことをなんと呼ぶか,恒星,P604,jiyujizai,2021/07/31,all
恒星の光を反射して輝く星のことを何と呼ぶか,惑星,P604,jiyujizai,2021/07/31,all
惑星は地球より内側の軌道を公転している内惑星と外側の軌道を回っている何とに分けられているか,外惑星,P604,jiyujizai,2021/07/31,all
惑星は火星より内側にあって比較的体積が小さく密度が大きい何と木製より外側にあって体積が比較的大きく密度の小さな木星型惑星に分けることができるか,地球型惑星,P604,jiyujizai,2021/07/31,all
地球型惑星は主に何からできているか,岩石,P605,jiyujizai,2021/07/31,all
木星型惑星は主に何からできているか,ガス,P606,jiyujizai,2021/07/31,all
木星型惑星のしましました表面の内側には巨大な大気の塊である何が見られるか,大赤斑,P606,jiyujizai,2021/07/31,all
木星型惑星はチリや破片でできている何を持っているか,リング(環),P606,jiyujizai,2021/07/31,all
海王星の外側を回っているのは何星か,冥王星,P608,jiyujizai,2021/08/02,all
冥王星やエリスなどの5この天体を何惑星と呼ぶか,準惑星,P608,jiyujizai,2021/08/02,all
氷とチリからできた天体のことを何と呼ぶか,彗星,P609,jiyujizai,2021/08/02,all
地球以外の天体の小片が地球上に落下してきたものを何と呼ぶか,隕石,P609,jiyujizai,2021/08/02,all
火山活動などで一度も溶けた形跡がない隕石のことを何と呼ぶか,コンドライト,P609,jiyujizai,2021/08/02,all
 マグマが冷えて固まってできた隕石のことを何と呼ぶか,エコンドライト,P609,jiyujizai,2021/08/02,all
主に鉄とニッケルからできている隕石のことを何と呼ぶか,鉄隕石,P609,jiyujizai,2021/08/02,all
白っぽいものが多く南極大陸で見つかることの多い隕石のことを何と呼ぶか,月隕石,P609,jiyujizai,2021/08/02,all
火星の大気の成分と希ガスの存在比率がにている隕石のことを何と呼ぶか,火星隕石,P609,jiyujizai,2021/08/02,all
夕方の西の空に見える金星のことを何と呼ぶか,よいの明星,P610,jiyujizai,2021/08/02,all
明け方の東の空に見える金星のことを何と呼ぶか,明けの明星,P610,jiyujizai,2021/08/02,all
地球から見て太陽と惑星が最大に離れたときの角度を何と呼ぶか,最大離角,P610,jiyujizai,2021/08/02,all
互いの位置を変えない星座の中を毎日少しずつ西から東に惑星が移動することを何と呼ぶか,順行,P611,jiyujizai,2021/08/02,all
星座の中を東から西に惑星が移動することを何と呼ぶか,逆光,P611,jiyujizai,2021/08/02,all
星が天球上の1地点に集まっているように見える現象のことを何と呼ぶか,留,P611,jiyujizai,2021/08/02,all
互いの位置を変えない惑星が西から東に移動することを何と呼ぶか,順行,P611,jiyujizai,2021/09/02,all
星座の中を東から西に惑星が移動することを何と呼ぶか,逆行,P611,jiyujizai,2021/09/02,all
地球から2番目に近い恒星はケンタウロス座α星であるが光の速さでどのぐらいかかる距離にあるものか,4.3年,P612,jiyujizai,2021/08/02,all
一光年とは何か説明せよ,光が一年で進む距離,P612,jiyujizai,2021/08/05,all
一等星の明るさは六等星の明るさの何倍と決められているか,100倍,P613,jiyujizai,2021/08/05,all
恒星の出す光の色は恒星の何と深いつながりがあるか,表面温度,P613,jiyujizai,2021/08/05,all
表面温度が高くなるにつれて何色から何色になるか,だいだい色→黄色→うす黄色→白色→青白色,P613,jiyujizai,2021/08/05,all
太陽系を含む銀河をなんとよぶか,銀河系・天の川銀河,P616,jiyujizai,2021/08/05,all
宇宙発生説には宇宙はもともと火の玉でありこの火の玉が一気に膨張したためできたという何説があるか,ビッグバン説,P616,jiyujizai,2021/08/05,all
宇宙の年齢は何歳と言われているか,138億歳,P616,jiyujizai,2021/08/05,all
乾電池のように電流を生み出すものを何と呼ぶか,電源,P62,jiyujizai,2021/08/10,all
豆電池のように電流を使うものを何と呼ぶか,負荷,P62,jiyujizai,2021/08/10,all
電源と負荷を動線で繋ぎ電流が流れるようなひとまわりの道筋を何と呼ぶか,回路(電気回路),P62,jiyujizai,2021/08/10,all
電流の流れる向きは乾電池の何極から出て豆電球などを通り−極に流れる向きであるか,＋極,P62,jiyujizai,2021/08/10,all
モーターが回っている回路で乾電池の＋極とー極を反対にするとモーターの回転する向きはどうなるか,反対になる,P62,jiyujizai,2021/08/11,all
カイロの様子を何を用いて表したものを回路図というか,電気用図記号,P63,jiyujizai,2021/08/11,all
カイロの様子を電気用図記号を用いて表したものを何と呼ぶか,回路図,P63,jiyujizai,2021/08/11,all
豆電球を直列に繋いだ回路を何と呼ぶか,直列回路,P63,jiyujizai,2021/08/11,all
豆電球を並列に繋いだ回路を何と呼ぶか,並列回路,P63,jiyujizai,2021/08/11,all
並列繋ぎと直列繋ぎを豆電球1個と乾電池一個の明るさで比べた時どちらの方が明るいか,直列繋ぎ,P63,jiyujizai,2021/08/11,all
電流の大きさはどんな単位を使うか。3つ答えなさい,アンペア(A)、ミリアンペア(mA)、マイクロアンペア(µA),P64,jiyujizai,2021/08/11,all
電池には電流を流そうという働きがある。このような働きを何と呼ぶか,電圧,P66,jiyujizai,2021/08/11,all
電流の流れにくさのことをなんと呼ぶか,電気抵抗(抵抗),P70,jiyujizai,2021/08/11,all
回路に流れる電流の大きさは電圧の大きさに比例し抵抗の大きさに反比例するという特徴がある。このような特徴を何の法則と呼ぶか,オームの法則,P71,jiyujizai,2021/08/11,all
抵抗が小さく電流がよく流れる物質を何と呼ぶか,導体,P75,jiyujizai,2021/08/11,all
抵抗が大きくほとんど電流を流さないような物質を何と呼ぶか,不導体または絶縁体,P75,jiyujizai,2021/08/11,all
電気が持つエネルギーのことを何と呼ぶか,電気エネルギー,P78,jiyujizai,2021/08/12,all
電気器具が胃病あたりに使う電気エネルギーのことを何と呼ぶか,電力,P78,jiyujizai,2021/08/12,all
電気エネルギーの働きを何と捉えると電力は仕事量を表しているとも言えるか,仕事,P78,jiyujizai,2021/08/12,all
電気エネルギーの働きを仕事と捉えると電力は何を表しているとも言えるか,仕事量,P78,jiyujizai,2021/08/12,all
電力の大きさは何という単位で表すか。また、大きな電気はなんという単位で表すか,ワット(W)、キロワット（kW）,P79,jiyujizai,2021/07/08,all
電熱線に電流を流すと発生する熱の量を何と呼ぶか,熱量,P81,jiyujizai,2021/07/08,all
熱量の大きさは何という単位で表すか,ジュール(J),P81,jiyujizai,2021/08/12,all
電流による発熱量は電力と時間の積で表される。この関係を何の法則と呼ぶか,ジュールの法則,P81,jiyujizai,2021/08/12,all
消費した電気エネルギーの総量を何と呼ぶか,電力量,P83,jiyujizai,2021/08/12,all
摩擦によって起こる電気を何と呼ぶか,静電気,P86,jiyujizai,2021/08/12,all
物体が電気を帯びることをなんと呼ぶか,帯電,P86,jiyujizai,2021/08/12,all
電気には何の電気と何の電気の2種類があるか,＋の電気とーの電気,P87,jiyujizai,2021/08/12,all
原子の粒のうちの＋の粒のことを何と呼ぶか,陽子,P87,jiyujizai,2021/08/12,all
原子の中のーの電気の粒のことを何と呼ぶか,電子,P87,jiyujizai,2021/08/12,all
帯電していた電子が流れ出す現象や空間を電気が移動する現象を何と呼ぶか,放電,P89,jiyujizai,2021/08/12,all
陰極から陽極に向かって流れる粒子の流れを何と呼ぶか,陰極線,P92,jiyujizai,2021/08/12,all
陰極線はーの電気を持った粒子が陰極から陽極に向かって流れているものである。この粒子を何と呼ぶか,電子,P92,jiyujizai,2021/08/12,all
X線やX線に似たものを総称して何と呼ぶか,放射線,P95,jiyujizai,2021/08/12,all
磁石が鉄を引き付ける力や磁極間で働く引力や斥力を何と呼ぶか,磁力,P97,jiyujizai,2021/08/12,all
磁力が働く空間を何と呼ぶか,磁界・磁場,P97,jiyujizai,2021/08/13,all
磁界の様子を線で表したものを何と呼ぶか,磁力線,P98,jiyujizai,2021/08/13,all
鉄針に巻いたコイルに電流を流すと鉄針は何になるか,電磁石,P98,jiyujizai,2021/08/13,all
電流の流れる向きに対して方位磁石のN極がさす向きは右回りになる。これをネジを右に回すと前に進んでいくことになぞらえて何の法則と呼ぶか,右ねじの法則,P98,jiyujizai,2021/08/13,all
導線を円形に巻いたものを何と呼ぶか,コイル,P99,jiyujizai,2021/08/13,all
