question,answer,page,made_date
1086年に白河天皇は退位して何という自由な立場で摂政・関白の力を抑えて院で政治を始めたか,上皇,P286,2021/08/13
1086年に何天皇は退位して上皇という自由な立場で摂政・関白の力を抑えて院で政治を始めたか,白河天皇,P286,2021/08/13
上皇という自由な立場で摂政・関白の力を抑えて院で政治を行うことを何と呼ぶか,院政,P286,2021/08/13
広大な荘園を持つ延暦寺や興福寺などの大寺院は荘園を守るために下級の僧侶を何として組織したか,僧兵,P286,2021/08/13
1156年鳥羽法皇が死去すると政治の実権をめぐって崇徳上皇と後白河天皇の対立が鮮明になった。そのため京都で何の乱が起こったか,保元の乱,P286,2021/08/13
1159年に院政を始めた後白河上皇の側近となった平清盛と源義朝の対立が激しくなった。そのため何の乱が起こったか,平治の乱,P286,2021/08/13
平清盛は1167年に武士として初めて何に命じられたか,太政大臣,P287,2021/08/13
誰は1167年に武士として初めて太政大臣に命じられたか,平清盛,P287,2021/08/13
源頼朝は兵士討伐のためにどこで兵をあげたか,伊豆(静岡県),P287,2021/08/13
1185年に何の戦いで兵士を滅ぼしたか,壇ノ浦の戦い,P287,2021/08/13
1185年源頼朝は国ごとに何、荘園・公領ごとに地頭を置くことを朝廷に認めさせたか,守護,P288,2021/08/13
1185年源頼朝は国ごとに守護、荘園・公領ごとに何を置くことを朝廷に認めさせたか,地頭,P288,2021/08/13
頼朝は源氏のゆかりの地であり地形的に要害の地であるどこに幕府を置いたか,鎌倉,P288,2021/08/13
将軍に従う武士を何と呼ぶか,御家人,P288,2021/08/13
将軍と将軍に従う武士は土地を仲立ちに何と何の関係で結ばれていたか,御恩と奉公,P288,2021/08/13
土地を仲立ちとして御恩と奉公で結ばれた仕組みを何と呼ぶか,封建制度,P288,2021/08/13
封建制度で支えられた社会を何と呼ぶか,封建社会,P288,2021/08/13
鎌倉幕府初代執権は誰か,北条時政,P289,2021/08/13
鎌倉幕府二代執権は誰か,北条義時,P289,2021/08/13
鎌倉幕府は承久の乱の後京都に何をおいたか,六波羅探題,P289,2021/08/13
鎌倉幕府3代執権はだれか,北条泰時,P289,2021/08/13
北条泰時は裁判を公平に行うための基準として51カ条からなる何を制定したか,御成敗式目,P289,2021/08/13
鎌倉時代に農業生産性が高まり、手工業が発達するようになってくると生産物を交易する場として寺社の境内や交通の要地に何市が立つようになってきたか,定期市,P291,2021/08/13
鎌倉時代になると商品や年貢米を輸送する業者として陸上は何や車借が使われるようになったか,馬借,P291,2021/08/13
鎌倉時代の水陸の交通要所には水上輸送と物資の保管を行う何が現れたか,問(問丸),P291,2021/08/13
鎌倉時代には後鳥羽上皇の命令で藤原定家らが編纂した何歌集や源実朝が書いた金槐和歌集などがあるか,新古今和歌集,P292,2021/08/14
鎌倉時代の武士の活躍を描いたものには何物語や保元物語、平治物語などがあるか,平家物語,P292,2021/08/14
鎌倉時代の随筆としては鴨長明の何記や兼好法師の何などがあるか,方丈記、徒然草,P292,2021/08/14
鎌倉時代に作られた中国から伝わった雄大な大仏様で作られた門のことを何と呼ぶか,東大寺南大門,P292,2021/08/14
運慶、快慶らは日本最大の何像を作り上げたか,金剛力士像,P292,2021/08/14
金剛力士像を作り上げたのは誰か,運慶、快慶,P292,2021/08/14
鎌倉時代に浄土宗を広めた代表的な僧の名前は何か,法然,P293,2021/08/14
法然の弟子であるだれは悪人正機説をといたか,親鸞,P293,2021/08/14
一向宗のことを何と呼ぶこともあるか,浄土真宗,P293,2021/08/14
鎌倉時代、念仏の教えを説いた代表的な人物はだれか,一遍,P293,2021/08/14
法華経だけが自分の真実の教えであるとし法華経を説いた代表的な人物はだれか,日蓮,P293,2021/08/14
禅宗は宋に渡って禅宗を学んで帰国した誰と誰によって伝えられたか,栄西と道元,P293,2021/08/14
栄西は禅宗を学んで日本に帰ってきて何宗を開いたか,臨済宗,P293,2021/08/14
道元は禅宗を学んで日本に帰ってきて何宗を開いたか,曹洞宗,P293,2021/08/14
チンギス＝ハンの孫はだれか,フビライ＝ハン,P294,2021/08/14
フビライ＝ハンは高麗を従えたのち日本も従えようと使者を何度も送ってきたが、鎌倉幕府8代執権の誰はこの要求を拒否したか,北条時宗,P294,2021/08/14
フビライ＝ハンに使えたイタリア人の誰は日本のことを黄金の国・ジパングと著したか,マルコ＝ポーロ,P294,2021/08/14
1297年に幕府は御家人に対して土地の売却を禁止するとともに御家人が売却して20年未満の土地を御家人に無償で返還することを求める何令を出したか,永仁の徳政令,P295,2021/08/14
鎌倉時代後半に朝廷に政治の実権を取り戻したいと考えていた誰は河内で勢力を伸ばしていた悪党の楠木正成を味方につけ討幕計画を立てていたか,後醍醐天皇,P295,2021/08/14
1334年何天皇は元号を建武と改めたか,後醍醐天皇,P297,2021/08/14
後醍醐天皇は天皇を中心とした新しい政治を始めた。このような政治の改革を何と呼ぶか,建武の新政,P297,2021/08/14
建武の新政に失望した武士たちの動きを見た誰は武士の政権の復活を呼びかけ兵を上げたか,足利尊氏,P297,2021/08/14
約60年間南北朝の対立が続いた時期をなんと呼ぶか,南北朝時代,P298,2021/08/14
足利氏の幕府をなんと呼ぶか,室町幕府,P298,2021/08/14
室町幕府の将軍を補佐する役職についた人を何と呼んでいたか,管領,P298,2021/08/14
鎌倉幕府三代将軍はだれか,足利義満,P299,2021/08/14
明との交易のことを日明貿易と呼ぶが他になんとも呼ばれていたか,勘合貿易,P299,2021/08/14
足利義満は京都の北山に何を造ったか,金閣,P299,2021/08/14
日本からやってきて貿易の強要や略奪を行うものは何と呼ばれ恐れられていたか,倭寇,P299,2021/08/14
足利義満は武士として2番めの何に任ぜられたか,太政大臣,P299,2021/08/14
1368年に朱元璋は何を建国したか,明,P300,2021/08/14
1392年に李成桂は何を建国したか,朝鮮,P300,2021/08/14
朝鮮の時代には何という独自の文字も生み出されたか,ハングル,P300,2021/08/14
15世紀初めに尚巴志は首里を都とする何を建国したか,琉球王国,P301,2021/08/14
琉球王国は海外の特産物を明に献上し、明はその返礼として与えられた生糸や絹織物を他国に転売するという何貿易で繁栄したか,中継貿易,P301,2021/08/14
蝦夷地には何民族が住んでいたか,アイヌ民族,P301,2021/08/14
室町時代には手工業者や商人は同業者組合である何を結成したか,座,P302,2021/08/14
鎌倉時代には宋銭が使われるようになったが室町時代にはいると何が使われるようになったか,明銭,P302,2021/08/14
室町時代に作られた村の有力者を中心にした自治組織を何と呼ぶか,惣(惣村),P303,2021/08/14
1428年に起こった何一揆では幕府に徳政令を出すように要求したか,正長の土一揆,P303,2021/08/14
徳政令を求める一揆のことをまとめて何と呼ぶか,土一揆,P303,2021/08/14
室町時代に富裕な商工業者を何と呼んでいたか,町衆,P304,2021/08/14
室町幕府8代将軍は誰か,足利義政,P304,2021/08/14
